label,t_ms,ax,ay,az
off,4281155,-0.001343,-0.014526,1.004883
off,4281175,0.001709,-0.015869,1.004883
off,4281195,0.003296,-0.015991,1.004517
off,4281215,0.001099,-0.014893,1.006836
off,4281235,-0.000854,-0.013428,1.001465
off,4281255,-0.001465,-0.012939,1.003052
off,4281275,0.000488,-0.013428,1.003052
off,4281295,0.002808,-0.014526,1.005005
off,4281315,0.003540,-0.018555,1.003296
off,4281335,0.000122,-0.016724,1.004639
off,4281355,0.000854,-0.014648,1.006226
off,4281375,0.000122,-0.011719,1.004761
off,4281395,0.000366,-0.013428,1.004272
off,4281415,0.000732,-0.016357,1.003418
off,4281435,0.001099,-0.017944,1.003784
off,4281455,0.001099,-0.015503,1.003784
off,4281475,0.001587,-0.012939,1.005371
off,4281495,0.000610,-0.012939,1.004150
off,4281515,0.000000,-0.013672,1.005005
off,4281535,0.000854,-0.017212,1.004639
off,4281555,0.001953,-0.015747,1.001953
off,4281575,0.001587,-0.014648,1.003540
off,4281595,0.000244,-0.012695,1.003052
off,4281615,0.000122,-0.013550,1.003052
off,4281635,0.000366,-0.015503,1.003784
off,4281655,0.000366,-0.015991,1.003906
