label,t_ms,ax,ay,az
dysfunction,5655595,-0.002808,0.044312,0.912720
dysfunction,5655615,-0.011230,0.006714,1.110107
dysfunction,5655635,0.077759,-0.017090,1.223511
dysfunction,5655655,-0.061157,-0.040649,0.917114
dysfunction,5655675,-0.134155,-0.067383,0.702881
dysfunction,5655695,-0.062378,-0.228882,1.201782
dysfunction,5655715,0.156860,0.044189,1.119873
dysfunction,5655735,0.150391,0.108887,1.074707
dysfunction,5655755,-0.101807,-0.089844,0.939819
dysfunction,5655775,-0.067749,-0.071777,1.015625
dysfunction,5655795,-0.014282,0.052856,0.926025
dysfunction,5655815,-0.038330,0.037842,0.897949
dysfunction,5655835,0.073608,0.071289,1.074219
dysfunction,5655855,-0.010986,0.065918,1.072510
dysfunction,5655875,-0.005737,-0.054687,1.086792
dysfunction,5655895,0.205933,0.097656,1.501831
dysfunction,5655915,0.078125,0.058716,0.921631
dysfunction,5655935,-0.004517,0.043945,0.776611
dysfunction,5655955,-0.060791,0.023315,0.965210
dysfunction,5655975,-0.005859,0.010864,1.135864
dysfunction,5655995,0.025269,0.052612,1.091309
dysfunction,5656015,0.005249,-0.037231,1.026123
dysfunction,5656035,-0.099243,0.001587,1.044678
dysfunction,5656055,-0.080322,-0.002808,0.855225
dysfunction,5656075,0.208496,0.184570,1.177002
dysfunction,5656095,0.082153,0.109985,0.924194
dysfunction,5656115,0.011475,-0.054443,1.022339
dysfunction,5656135,0.012207,-0.052734,1.131348
dysfunction,5656155,-0.058594,-0.024292,0.954956
dysfunction,5656175,-0.060913,-0.034546,0.923706
dysfunction,5656195,0.005005,0.025391,0.934570
dysfunction,5656215,-0.009888,0.017944,1.038086
dysfunction,5656235,-0.005249,0.011597,1.015503
dysfunction,5656255,0.006226,0.004761,1.029541
dysfunction,5656275,0.255981,0.220093,1.095215
dysfunction,5656295,0.091553,0.178223,0.595581
dysfunction,5656315,0.068848,0.009033,1.019531
dysfunction,5656335,0.020752,-0.056763,1.216797
dysfunction,5656355,0.044067,-0.043213,1.147217
dysfunction,5656375,-0.099609,0.015259,0.797241
dysfunction,5656395,0.035278,0.058716,1.079712
dysfunction,5656415,0.047974,0.062622,1.086914
dysfunction,5656435,0.053833,-0.017456,1.140381
dysfunction,5656455,0.067261,-0.009033,1.155884
dysfunction,5656475,-0.093872,-0.023804,0.851807
dysfunction,5656495,-0.189575,-0.224976,1.507690
dysfunction,5656515,-0.026733,0.008667,0.894287
dysfunction,5656535,0.062744,0.041992,0.850464
dysfunction,5656555,-0.057617,-0.000244,1.070923
dysfunction,5656575,0.015503,0.010376,1.075562
dysfunction,5656595,0.037354,0.072266,1.008057
dysfunction,5656615,0.052734,-0.010254,1.084961
dysfunction,5656635,0.033936,-0.017334,1.110229
dysfunction,5656655,-0.088623,-0.029053,0.877319
dysfunction,5656675,-0.151001,-0.046387,0.649780
dysfunction,5656695,0.000122,-0.184448,1.093872
dysfunction,5656715,-0.086060,0.030884,1.309082
dysfunction,5656735,0.138672,0.052368,1.107422
dysfunction,5656755,-0.121216,-0.077759,0.859985
dysfunction,5656775,-0.102539,-0.068726,0.923218
dysfunction,5656795,0.008545,0.071655,0.969971
dysfunction,5656815,-0.001221,0.064331,0.942383
dysfunction,5656835,0.092285,0.053345,1.124146
dysfunction,5656855,0.086304,0.054932,1.129761
dysfunction,5656875,0.250366,0.141846,1.385010
dysfunction,5656895,-0.001099,-0.028076,0.947754
dysfunction,5656915,-0.088379,0.004028,0.755371
dysfunction,5656935,0.094238,0.043213,1.264648
dysfunction,5656955,0.103027,0.064087,1.194092
dysfunction,5656975,0.007813,0.046509,0.966919
dysfunction,5656995,0.015259,0.030151,0.959229
dysfunction,5657015,-0.022949,0.008179,1.031616
dysfunction,5657035,-0.007446,0.016113,1.002686
dysfunction,5657055,-0.043457,-0.013306,0.883301
dysfunction,5657075,-0.179321,-0.294434,0.567627
dysfunction,5657095,-0.015259,-0.006226,1.244873
dysfunction,5657115,0.055298,0.012695,0.904297
dysfunction,5657135,0.051147,0.035767,0.867798
dysfunction,5657155,-0.015991,0.026001,1.001221
dysfunction,5657175,-0.027710,0.027832,1.001221
dysfunction,5657195,0.010620,0.014893,1.021606
dysfunction,5657215,0.001343,0.002441,1.024536
dysfunction,5657235,0.001709,0.016479,0.982422
dysfunction,5657255,-0.011353,0.010132,1.022095
dysfunction,5657275,-0.004395,0.017334,1.020508
dysfunction,5657295,0.000122,0.016357,1.008545
dysfunction,5657315,0.004272,0.012939,1.005493
dysfunction,5657335,0.001099,0.013672,0.988037
dysfunction,5657355,0.000977,0.015259,0.989624
dysfunction,5657375,-0.002930,0.014038,1.003296
dysfunction,5657395,0.001221,0.017334,0.998169
dysfunction,5657415,-0.000610,0.012939,1.010254
dysfunction,5657435,0.000244,0.013306,1.001831
dysfunction,5657455,-0.028442,0.033081,0.992432
dysfunction,5657475,-0.003174,0.029419,0.981201
dysfunction,5657495,0.000732,0.063110,0.985718
dysfunction,5657515,-0.001099,-0.005249,1.005371
dysfunction,5657535,-0.000977,-0.010742,1.011963
dysfunction,5657555,-0.004517,0.003052,1.005615
dysfunction,5657575,0.025269,0.053101,0.956665
dysfunction,5657595,0.016235,0.022095,0.999634
