label,t_ms,ax,ay,az
normal,5224475,0.022095,0.015015,1.037476
normal,5224495,-0.001343,-0.013428,0.984863
normal,5224515,-0.017090,-0.030518,0.986816
normal,5224535,-0.028076,0.072510,0.912964
normal,5224555,-0.031616,0.070801,0.908447
normal,5224575,0.056885,0.024780,1.079834
normal,5224595,0.003296,-0.043579,1.030762
normal,5224615,0.009277,-0.045166,1.040894
normal,5224635,-0.040894,0.057373,0.899292
normal,5224655,-0.043579,0.053589,0.899292
normal,5224675,0.038086,0.055176,1.039063
normal,5224695,0.032959,0.060547,1.024170
normal,5224715,0.034180,-0.041016,1.084351
normal,5224735,0.039673,-0.038330,1.093262
normal,5224755,-0.044434,0.026855,0.913940
normal,5224775,0.013916,0.072876,0.988281
normal,5224795,0.006714,0.076904,0.973022
normal,5224815,0.052979,-0.027466,1.106201
normal,5224835,0.056030,-0.020020,1.108765
normal,5224855,-0.033691,-0.007690,0.951050
normal,5224875,-0.029663,-0.015259,0.962158
normal,5224895,-0.016968,0.077148,0.928467
normal,5224915,-0.021240,0.076660,0.923340
normal,5224935,0.060669,0.006958,1.097290
normal,5224955,-0.013184,-0.034668,1.000366
normal,5224975,-0.007446,-0.038696,1.009766
normal,5224995,-0.034424,0.068237,0.903931
normal,5225015,-0.037231,0.065918,0.902222
normal,5225035,0.049683,0.039307,1.063965
normal,5225055,0.045532,0.045898,1.055542
normal,5225075,0.020264,-0.044067,1.057983
normal,5225095,-0.044434,-0.044678,1.071899
normal,5225115,-0.035156,0.040894,0.916260
normal,5225135,0.004639,0.015259,1.008667
normal,5225155,0.005859,0.017944,1.001709
normal,5225175,0.001831,0.019409,0.997681
normal,5225195,0.003418,0.016602,0.999756
normal,5225215,-0.015381,0.039429,0.963623
normal,5225235,-0.026733,0.066406,0.929199
normal,5225255,0.060181,0.005615,1.099365
normal,5225275,-0.010498,-0.035278,1.090210
normal,5225295,-0.006226,-0.038452,1.010864
normal,5225315,-0.034424,0.067993,0.905029
normal,5225335,-0.038086,0.064453,0.900024
normal,5225355,0.049805,0.039063,1.065063
normal,5225375,0.043579,0.047974,1.051514
normal,5225395,0.019287,-0.044678,1.060059
normal,5225415,0.026489,-0.043335,1.072510
normal,5225435,-0.044067,0.041992,0.903320
normal,5225455,0.028442,0.062744,1.017578
normal,5225475,0.021606,0.069336,1.002075
normal,5225495,0.043213,-0.037354,1.097290
normal,5225515,0.047974,-0.031616,1.102539
normal,5225535,-0.041504,0.009644,0.928589
normal,5225555,-0.040161,0.004517,0.936523
normal,5225575,-0.004150,0.079224,0.952148
normal,5225595,-0.009033,0.078369,0.943237
normal,5225615,0.059204,-0.010498,1.106689
normal,5225635,-0.025024,-0.022705,0.973633
normal,5225655,-0.022461,-0.027466,0.983276
normal,5225675,-0.025757,0.074829,0.916016
normal,5225695,-0.029663,0.072632,0.911133
normal,5225715,0.056274,0.020386,1.084351
normal,5225735,0.054443,0.029297,1.075928
normal,5225755,0.002930,-0.044678,1.033447
normal,5225775,0.011475,-0.046509,1.048828
normal,5225795,-0.041138,0.058350,0.899414
normal,5225815,0.041016,0.050415,1.046143
normal,5225835,0.004150,0.016357,1.005737
normal,5225855,0.004395,0.018555,1.002075
normal,5225875,0.007324,0.016602,1.003784
normal,5225895,0.005127,0.018677,1.000732
normal,5225915,0.015381,-0.004639,1.012695
normal,5225935,-0.035034,0.058594,0.915894
normal,5225955,-0.037598,0.066772,0.904907
normal,5225975,0.051514,0.033936,1.073120
normal,5225995,0.007446,-0.044556,1.038696
normal,5226015,0.013062,-0.044678,1.049194
normal,5226035,-0.043457,0.053833,0.899414
normal,5226055,-0.044922,0.049438,0.898682
normal,5226075,0.033203,0.059937,1.027222
normal,5226095,0.029175,0.063232,1.018677
normal,5226115,0.038574,-0.040161,1.090698
normal,5226135,-0.045044,-0.035889,1.098389
normal,5226155,-0.043457,0.019775,0.917603
normal,5226175,0.007935,0.076538,0.975708
normal,5226195,0.002075,0.077515,0.965698
normal,5226215,0.055298,-0.022583,1.109253
normal,5226235,0.057861,-0.016113,1.108643
normal,5226255,-0.030518,-0.012573,0.958618
normal,5226275,-0.024902,-0.022461,0.973389
normal,5226295,-0.022095,0.077271,0.922607
normal,5226315,0.060181,0.004272,0.911499
normal,5226335,0.058472,0.013672,1.091187
normal,5226355,-0.007690,-0.037842,1.007324
normal,5226375,-0.000244,-0.042603,1.024292
normal,5226395,-0.037964,0.067017,0.899414
normal,5226415,-0.039185,0.062134,0.898682
normal,5226435,0.045410,0.046753,1.055176
normal,5226455,0.041016,0.051025,1.045288
normal,5226475,0.025024,-0.045166,1.069702
normal,5226495,-0.044556,0.045166,0.901245
normal,5226515,-0.045044,0.037720,0.904907
normal,5226535,0.023560,0.069092,1.005249
normal,5226555,0.018799,0.070190,0.994873
normal,5226575,0.045776,-0.033203,1.101685
normal,5226595,0.050293,-0.029053,1.105103
normal,5226615,-0.039307,0.004639,0.933228
normal,5226635,-0.036255,-0.003906,0.944458
normal,5226655,-0.007935,0.078735,0.945923
normal,5226675,0.059204,-0.011719,1.108276
normal,5226695,0.059204,-0.005981,1.105835
normal,5226715,-0.010376,0.036377,0.978271
normal,5226735,0.003174,0.018799,1.001099
normal,5226755,0.005615,0.018433,1.001953
normal,5226775,0.005371,0.019043,1.001587
normal,5226795,0.005005,0.018311,1.000854
normal,5226815,0.005981,0.019653,1.000732
normal,5226835,0.005859,0.018555,1.000854
normal,5226855,0.005005,0.018799,1.001099
normal,5226875,0.005981,0.018311,1.000732
normal,5226895,0.005859,0.017578,1.000977
normal,5226915,0.005493,0.018799,1.000854
normal,5226935,0.005615,0.018433,1.000732
normal,5226955,0.004761,0.018311,1.000732
normal,5226975,0.004761,0.018066,1.000610
normal,5226995,0.005493,0.018799,1.000610
normal,5227015,0.004761,0.018555,1.000977
normal,5227035,0.005249,0.017944,1.000977
normal,5227055,0.006104,0.019165,1.001343
normal,5227075,0.005249,0.018188,1.000854
normal,5227095,0.005249,0.018433,1.000732
normal,5227115,0.005493,0.018677,1.000732
normal,5227135,0.005005,0.017944,1.000732
normal,5227155,0.005249,0.018555,1.001221
normal,5227175,0.004761,0.017700,1.001343
